"ABMI.Site","Common.Name","medDetects","lon","lat"
"1","Le Conte's Sparrow",NA,-110.282402,59.943127
"1","Pine Siskin",NA,-110.282402,59.943127
"1","Sharp-tailed Grouse",NA,-110.282402,59.943127
"1","Wilson's Warbler",NA,-110.282402,59.943127
"1","Yellow Warbler",NA,-110.282402,59.943127
"1000","Le Conte's Sparrow",NA,-118.438721,54.316402
"1000","Pine Siskin",NA,-118.438721,54.316402
"1000","Sharp-tailed Grouse",NA,-118.438721,54.316402
"1000","Wilson's Warbler",NA,-118.438721,54.316402
"1000","Yellow Warbler",NA,-118.438721,54.316402
"1001","Le Conte's Sparrow",NA,-118.126053,54.314766
"1001","Pine Siskin",0.33,-118.126053,54.314766
"1001","Sharp-tailed Grouse",NA,-118.126053,54.314766
"1001","Wilson's Warbler",0.22,-118.126053,54.314766
"1001","Yellow Warbler",NA,-118.126053,54.314766
"1002","Le Conte's Sparrow",NA,-117.846184,54.292706
"1002","Pine Siskin",0.22,-117.846184,54.292706
"1002","Sharp-tailed Grouse",NA,-117.846184,54.292706
"1002","Wilson's Warbler",NA,-117.846184,54.292706
"1002","Yellow Warbler",NA,-117.846184,54.292706
"1003","Le Conte's Sparrow",NA,-117.516617,54.266102
"1003","Pine Siskin",0.67,-117.516617,54.266102
"1003","Sharp-tailed Grouse",NA,-117.516617,54.266102
"1003","Wilson's Warbler",0.11,-117.516617,54.266102
"1003","Yellow Warbler",NA,-117.516617,54.266102
"1004","Le Conte's Sparrow",NA,-117.282227,54.261223
"1004","Pine Siskin",NA,-117.282227,54.261223
"1004","Sharp-tailed Grouse",NA,-117.282227,54.261223
"1004","Wilson's Warbler",NA,-117.282227,54.261223
"1004","Yellow Warbler",NA,-117.282227,54.261223
"1005","Le Conte's Sparrow",NA,-116.921707,54.193382
"1005","Pine Siskin",NA,-116.921707,54.193382
"1005","Sharp-tailed Grouse",NA,-116.921707,54.193382
"1005","Wilson's Warbler",NA,-116.921707,54.193382
"1005","Yellow Warbler",NA,-116.921707,54.193382
"1006","Le Conte's Sparrow",NA,-116.588928,54.165482
"1006","Pine Siskin",NA,-116.588928,54.165482
"1006","Sharp-tailed Grouse",NA,-116.588928,54.165482
"1006","Wilson's Warbler",NA,-116.588928,54.165482
"1006","Yellow Warbler",NA,-116.588928,54.165482
"1007","Le Conte's Sparrow",NA,-116.269379,54.189331
"1007","Pine Siskin",NA,-116.269379,54.189331
"1007","Sharp-tailed Grouse",NA,-116.269379,54.189331
"1007","Wilson's Warbler",NA,-116.269379,54.189331
"1007","Yellow Warbler",NA,-116.269379,54.189331
"1008","Le Conte's Sparrow",NA,-115.990967,54.149139
"1008","Pine Siskin",0.33,-115.990967,54.149139
"1008","Sharp-tailed Grouse",NA,-115.990967,54.149139
"1008","Wilson's Warbler",NA,-115.990967,54.149139
"1008","Yellow Warbler",0.11,-115.990967,54.149139
"1009","Le Conte's Sparrow",NA,-115.737389,54.115536
"1009","Pine Siskin",0.11,-115.737389,54.115536
"1009","Sharp-tailed Grouse",NA,-115.737389,54.115536
"1009","Wilson's Warbler",NA,-115.737389,54.115536
"1009","Yellow Warbler",0.78,-115.737389,54.115536
"1016","Le Conte's Sparrow",NA,-113.623085,53.931473
"1016","Pine Siskin",0.11,-113.623085,53.931473
"1016","Sharp-tailed Grouse",NA,-113.623085,53.931473
"1016","Wilson's Warbler",NA,-113.623085,53.931473
"1016","Yellow Warbler",1.33,-113.623085,53.931473
"1017","Le Conte's Sparrow",0.22,-113.254288,53.878666
"1017","Pine Siskin",0.33,-113.254288,53.878666
"1017","Sharp-tailed Grouse",NA,-113.254288,53.878666
"1017","Wilson's Warbler",NA,-113.254288,53.878666
"1017","Yellow Warbler",1.11,-113.254288,53.878666
"1018","Le Conte's Sparrow",NA,-112.986923,53.872318
"1018","Pine Siskin",0.11,-112.986923,53.872318
"1018","Sharp-tailed Grouse",NA,-112.986923,53.872318
"1018","Wilson's Warbler",NA,-112.986923,53.872318
"1018","Yellow Warbler",1.11,-112.986923,53.872318
"1019","Le Conte's Sparrow",NA,-112.692451,53.83131
"1019","Pine Siskin",NA,-112.692451,53.83131
"1019","Sharp-tailed Grouse",NA,-112.692451,53.83131
"1019","Wilson's Warbler",NA,-112.692451,53.83131
"1019","Yellow Warbler",NA,-112.692451,53.83131
"1020","Le Conte's Sparrow",NA,-112.393845,53.800499
"1020","Pine Siskin",NA,-112.393845,53.800499
"1020","Sharp-tailed Grouse",NA,-112.393845,53.800499
"1020","Wilson's Warbler",NA,-112.393845,53.800499
"1020","Yellow Warbler",NA,-112.393845,53.800499
"1021","Le Conte's Sparrow",NA,-112.04409,53.743744
"1021","Pine Siskin",NA,-112.04409,53.743744
"1021","Sharp-tailed Grouse",NA,-112.04409,53.743744
"1021","Wilson's Warbler",NA,-112.04409,53.743744
"1021","Yellow Warbler",NA,-112.04409,53.743744
"1022","Le Conte's Sparrow",0.165,-111.788589,53.67614
"1022","Pine Siskin",0.11,-111.788589,53.67614
"1022","Sharp-tailed Grouse",NA,-111.788589,53.67614
"1022","Wilson's Warbler",NA,-111.788589,53.67614
"1022","Yellow Warbler",0.945,-111.788589,53.67614
"1023","Le Conte's Sparrow",0.56,-111.449608,53.671288
"1023","Pine Siskin",NA,-111.449608,53.671288
"1023","Sharp-tailed Grouse",NA,-111.449608,53.671288
"1023","Wilson's Warbler",NA,-111.449608,53.671288
"1023","Yellow Warbler",1.5,-111.449608,53.671288
"1024","Le Conte's Sparrow",0.22,-111.22509,53.639076
"1024","Pine Siskin",0.11,-111.22509,53.639076
"1024","Sharp-tailed Grouse",NA,-111.22509,53.639076
"1024","Wilson's Warbler",NA,-111.22509,53.639076
"1024","Yellow Warbler",1.28,-111.22509,53.639076
"1025","Le Conte's Sparrow",NA,-110.883202,53.581032
"1025","Pine Siskin",NA,-110.883202,53.581032
"1025","Sharp-tailed Grouse",NA,-110.883202,53.581032
"1025","Wilson's Warbler",NA,-110.883202,53.581032
"1025","Yellow Warbler",NA,-110.883202,53.581032
"1026","Le Conte's Sparrow",NA,-110.593414,53.581261
"1026","Pine Siskin",NA,-110.593414,53.581261
"1026","Sharp-tailed Grouse",NA,-110.593414,53.581261
"1026","Wilson's Warbler",NA,-110.593414,53.581261
"1026","Yellow Warbler",NA,-110.593414,53.581261
"1027","Le Conte's Sparrow",NA,-110.263603,53.544392
"1027","Pine Siskin",NA,-110.263603,53.544392
"1027","Sharp-tailed Grouse",NA,-110.263603,53.544392
"1027","Wilson's Warbler",NA,-110.263603,53.544392
"1027","Yellow Warbler",NA,-110.263603,53.544392
"1028","Le Conte's Sparrow",NA,-110.053764,53.460358
"1028","Pine Siskin",NA,-110.053764,53.460358
"1028","Sharp-tailed Grouse",NA,-110.053764,53.460358
"1028","Wilson's Warbler",NA,-110.053764,53.460358
"1028","Yellow Warbler",NA,-110.053764,53.460358
"1029","Le Conte's Sparrow",NA,-120.041786,54.254326
"1029","Pine Siskin",NA,-120.041786,54.254326
"1029","Sharp-tailed Grouse",NA,-120.041786,54.254326
"1029","Wilson's Warbler",NA,-120.041786,54.254326
"1029","Yellow Warbler",NA,-120.041786,54.254326
"1030","Le Conte's Sparrow",NA,-119.750648,54.213634
"1030","Pine Siskin",0.11,-119.750648,54.213634
"1030","Sharp-tailed Grouse",NA,-119.750648,54.213634
"1030","Wilson's Warbler",NA,-119.750648,54.213634
"1030","Yellow Warbler",NA,-119.750648,54.213634
"1031","Le Conte's Sparrow",NA,-119.348755,54.211262
"1031","Pine Siskin",NA,-119.348755,54.211262
"1031","Sharp-tailed Grouse",NA,-119.348755,54.211262
"1031","Wilson's Warbler",NA,-119.348755,54.211262
"1031","Yellow Warbler",NA,-119.348755,54.211262
"1032","Le Conte's Sparrow",NA,-119.045845,54.192703
"1032","Pine Siskin",NA,-119.045845,54.192703
"1032","Sharp-tailed Grouse",NA,-119.045845,54.192703
"1032","Wilson's Warbler",NA,-119.045845,54.192703
"1032","Yellow Warbler",NA,-119.045845,54.192703
"1033","Le Conte's Sparrow",NA,-118.755608,54.156841
"1033","Pine Siskin",NA,-118.755608,54.156841
"1033","Sharp-tailed Grouse",NA,-118.755608,54.156841
"1033","Wilson's Warbler",NA,-118.755608,54.156841
"1033","Yellow Warbler",NA,-118.755608,54.156841
"1034","Le Conte's Sparrow",NA,-118.433914,54.112923
"1034","Pine Siskin",NA,-118.433914,54.112923
"1034","Sharp-tailed Grouse",NA,-118.433914,54.112923
"1034","Wilson's Warbler",NA,-118.433914,54.112923
"1034","Yellow Warbler",NA,-118.433914,54.112923
"1035","Le Conte's Sparrow",NA,-118.176224,54.099365
"1035","Pine Siskin",0.56,-118.176224,54.099365
"1035","Sharp-tailed Grouse",NA,-118.176224,54.099365
"1035","Wilson's Warbler",NA,-118.176224,54.099365
"1035","Yellow Warbler",NA,-118.176224,54.099365
"1036","Le Conte's Sparrow",NA,-117.846275,54.078339
"1036","Pine Siskin",0.33,-117.846275,54.078339
"1036","Sharp-tailed Grouse",NA,-117.846275,54.078339
"1036","Wilson's Warbler",NA,-117.846275,54.078339
"1036","Yellow Warbler",NA,-117.846275,54.078339
"1037","Le Conte's Sparrow",NA,-117.601898,54.092213
"1037","Pine Siskin",0.56,-117.601898,54.092213
"1037","Sharp-tailed Grouse",NA,-117.601898,54.092213
"1037","Wilson's Warbler",NA,-117.601898,54.092213
"1037","Yellow Warbler",NA,-117.601898,54.092213
"1038","Le Conte's Sparrow",NA,-117.230576,54.031303
"1038","Pine Siskin",NA,-117.230576,54.031303
"1038","Sharp-tailed Grouse",NA,-117.230576,54.031303
"1038","Wilson's Warbler",NA,-117.230576,54.031303
"1038","Yellow Warbler",NA,-117.230576,54.031303
"1039","Le Conte's Sparrow",NA,-116.995697,54.04314
"1039","Pine Siskin",NA,-116.995697,54.04314
"1039","Sharp-tailed Grouse",NA,-116.995697,54.04314
"1039","Wilson's Warbler",NA,-116.995697,54.04314
"1039","Yellow Warbler",NA,-116.995697,54.04314
"1040","Le Conte's Sparrow",NA,-116.684761,54.017391
"1040","Pine Siskin",NA,-116.684761,54.017391
"1040","Sharp-tailed Grouse",NA,-116.684761,54.017391
"1040","Wilson's Warbler",NA,-116.684761,54.017391
"1040","Yellow Warbler",NA,-116.684761,54.017391
"1041","Le Conte's Sparrow",NA,-116.337242,53.980541
"1041","Pine Siskin",0.33,-116.337242,53.980541
"1041","Sharp-tailed Grouse",NA,-116.337242,53.980541
"1041","Wilson's Warbler",NA,-116.337242,53.980541
"1041","Yellow Warbler",NA,-116.337242,53.980541
"1042","Le Conte's Sparrow",NA,-116.07502,53.964378
"1042","Pine Siskin",0.56,-116.07502,53.964378
"1042","Sharp-tailed Grouse",NA,-116.07502,53.964378
"1042","Wilson's Warbler",NA,-116.07502,53.964378
"1042","Yellow Warbler",0.33,-116.07502,53.964378
"1043","Le Conte's Sparrow",NA,-115.708099,53.96035
"1043","Pine Siskin",0.11,-115.708099,53.96035
"1043","Sharp-tailed Grouse",NA,-115.708099,53.96035
"1043","Wilson's Warbler",0.11,-115.708099,53.96035
"1043","Yellow Warbler",NA,-115.708099,53.96035
"1050","Le Conte's Sparrow",NA,-113.59774,53.734978
"1050","Pine Siskin",NA,-113.59774,53.734978
"1050","Sharp-tailed Grouse",NA,-113.59774,53.734978
"1050","Wilson's Warbler",NA,-113.59774,53.734978
"1050","Yellow Warbler",1,-113.59774,53.734978
"1051","Le Conte's Sparrow",NA,-113.307594,53.680462
"1051","Pine Siskin",NA,-113.307594,53.680462
"1051","Sharp-tailed Grouse",NA,-113.307594,53.680462
"1051","Wilson's Warbler",NA,-113.307594,53.680462
"1051","Yellow Warbler",0.22,-113.307594,53.680462
"1052","Le Conte's Sparrow",NA,-113.022034,53.667416
"1052","Pine Siskin",NA,-113.022034,53.667416
"1052","Sharp-tailed Grouse",NA,-113.022034,53.667416
"1052","Wilson's Warbler",NA,-113.022034,53.667416
"1052","Yellow Warbler",1.11,-113.022034,53.667416
"1053","Le Conte's Sparrow",NA,-112.752403,53.622387
"1053","Pine Siskin",NA,-112.752403,53.622387
"1053","Sharp-tailed Grouse",NA,-112.752403,53.622387
"1053","Wilson's Warbler",NA,-112.752403,53.622387
"1053","Yellow Warbler",NA,-112.752403,53.622387
"1054","Le Conte's Sparrow",NA,-112.461479,53.575809
"1054","Pine Siskin",NA,-112.461479,53.575809
"1054","Sharp-tailed Grouse",NA,-112.461479,53.575809
"1054","Wilson's Warbler",NA,-112.461479,53.575809
"1054","Yellow Warbler",NA,-112.461479,53.575809
"1055","Le Conte's Sparrow",NA,-112.094841,53.557209
"1055","Pine Siskin",NA,-112.094841,53.557209
"1055","Sharp-tailed Grouse",NA,-112.094841,53.557209
"1055","Wilson's Warbler",NA,-112.094841,53.557209
"1055","Yellow Warbler",NA,-112.094841,53.557209
"1056","Le Conte's Sparrow",0.33,-111.814735,53.557827
"1056","Pine Siskin",0.11,-111.814735,53.557827
"1056","Sharp-tailed Grouse",NA,-111.814735,53.557827
"1056","Wilson's Warbler",NA,-111.814735,53.557827
"1056","Yellow Warbler",0.275,-111.814735,53.557827
"1057","Le Conte's Sparrow",0.33,-111.518913,53.477196
"1057","Pine Siskin",NA,-111.518913,53.477196
"1057","Sharp-tailed Grouse",NA,-111.518913,53.477196
"1057","Wilson's Warbler",NA,-111.518913,53.477196
"1057","Yellow Warbler",1.055,-111.518913,53.477196
"1058","Le Conte's Sparrow",NA,-111.241508,53.439003
"1058","Pine Siskin",NA,-111.241508,53.439003
"1058","Sharp-tailed Grouse",NA,-111.241508,53.439003
"1058","Wilson's Warbler",NA,-111.241508,53.439003
"1058","Yellow Warbler",1.835,-111.241508,53.439003
"1059","Le Conte's Sparrow",NA,-110.965874,53.442837
"1059","Pine Siskin",NA,-110.965874,53.442837
"1059","Sharp-tailed Grouse",NA,-110.965874,53.442837
"1059","Wilson's Warbler",NA,-110.965874,53.442837
"1059","Yellow Warbler",NA,-110.965874,53.442837
"1060","Le Conte's Sparrow",NA,-110.70417,53.388893
"1060","Pine Siskin",NA,-110.70417,53.388893
"1060","Sharp-tailed Grouse",NA,-110.70417,53.388893
"1060","Wilson's Warbler",NA,-110.70417,53.388893
"1060","Yellow Warbler",NA,-110.70417,53.388893
"1061","Le Conte's Sparrow",NA,-110.372124,53.320686
"1061","Pine Siskin",NA,-110.372124,53.320686
"1061","Sharp-tailed Grouse",NA,-110.372124,53.320686
"1061","Wilson's Warbler",NA,-110.372124,53.320686
"1061","Yellow Warbler",NA,-110.372124,53.320686
"1062","Le Conte's Sparrow",NA,-110.139183,53.289909
"1062","Pine Siskin",NA,-110.139183,53.289909
"1062","Sharp-tailed Grouse",NA,-110.139183,53.289909
"1062","Wilson's Warbler",NA,-110.139183,53.289909
"1062","Yellow Warbler",NA,-110.139183,53.289909
"1065","Le Conte's Sparrow",NA,-119.137558,53.984768
"1065","Pine Siskin",NA,-119.137558,53.984768
"1065","Sharp-tailed Grouse",NA,-119.137558,53.984768
"1065","Wilson's Warbler",NA,-119.137558,53.984768
"1065","Yellow Warbler",NA,-119.137558,53.984768
"1066","Le Conte's Sparrow",NA,-118.788918,53.984592
"1066","Pine Siskin",NA,-118.788918,53.984592
"1066","Sharp-tailed Grouse",NA,-118.788918,53.984592
"1066","Wilson's Warbler",NA,-118.788918,53.984592
"1066","Yellow Warbler",NA,-118.788918,53.984592
"1067","Le Conte's Sparrow",NA,-118.492996,53.944447
"1067","Pine Siskin",NA,-118.492996,53.944447
"1067","Sharp-tailed Grouse",NA,-118.492996,53.944447
"1067","Wilson's Warbler",NA,-118.492996,53.944447
"1067","Yellow Warbler",NA,-118.492996,53.944447
"1068","Le Conte's Sparrow",NA,-118.193306,53.935467
"1068","Pine Siskin",1.89,-118.193306,53.935467
"1068","Sharp-tailed Grouse",NA,-118.193306,53.935467
"1068","Wilson's Warbler",NA,-118.193306,53.935467
"1068","Yellow Warbler",NA,-118.193306,53.935467
"1069","Le Conte's Sparrow",NA,-117.963562,53.910858
"1069","Pine Siskin",1.89,-117.963562,53.910858
"1069","Sharp-tailed Grouse",NA,-117.963562,53.910858
"1069","Wilson's Warbler",NA,-117.963562,53.910858
"1069","Yellow Warbler",NA,-117.963562,53.910858
"1070","Le Conte's Sparrow",NA,-117.590034,53.939091
"1070","Pine Siskin",0.89,-117.590034,53.939091
"1070","Sharp-tailed Grouse",NA,-117.590034,53.939091
"1070","Wilson's Warbler",0.33,-117.590034,53.939091
"1070","Yellow Warbler",0.11,-117.590034,53.939091
"1071","Le Conte's Sparrow",NA,-117.342422,53.880966
"1071","Pine Siskin",0.44,-117.342422,53.880966
"1071","Sharp-tailed Grouse",NA,-117.342422,53.880966
"1071","Wilson's Warbler",NA,-117.342422,53.880966
"1071","Yellow Warbler",NA,-117.342422,53.880966
"1072","Le Conte's Sparrow",NA,-117.03109,53.852501
"1072","Pine Siskin",0.22,-117.03109,53.852501
"1072","Sharp-tailed Grouse",NA,-117.03109,53.852501
"1072","Wilson's Warbler",0.22,-117.03109,53.852501
"1072","Yellow Warbler",NA,-117.03109,53.852501
"1073","Le Conte's Sparrow",NA,-116.708252,53.839142
"1073","Pine Siskin",0.44,-116.708252,53.839142
"1073","Sharp-tailed Grouse",NA,-116.708252,53.839142
"1073","Wilson's Warbler",NA,-116.708252,53.839142
"1073","Yellow Warbler",NA,-116.708252,53.839142
"1077","Le Conte's Sparrow",NA,-115.468903,53.756496
"1077","Pine Siskin",0.33,-115.468903,53.756496
"1077","Sharp-tailed Grouse",NA,-115.468903,53.756496
"1077","Wilson's Warbler",NA,-115.468903,53.756496
"1077","Yellow Warbler",0.22,-115.468903,53.756496
"1078","Le Conte's Sparrow",NA,-115.185341,53.731216
"1078","Pine Siskin",NA,-115.185341,53.731216
"1078","Sharp-tailed Grouse",NA,-115.185341,53.731216
"1078","Wilson's Warbler",NA,-115.185341,53.731216
"1078","Yellow Warbler",0.33,-115.185341,53.731216
"1079","Le Conte's Sparrow",NA,-114.873329,53.71125
"1079","Pine Siskin",0.11,-114.873329,53.71125
"1079","Sharp-tailed Grouse",NA,-114.873329,53.71125
"1079","Wilson's Warbler",NA,-114.873329,53.71125
"1079","Yellow Warbler",0.22,-114.873329,53.71125
"1080","Le Conte's Sparrow",NA,-114.56208,53.664288
"1080","Pine Siskin",NA,-114.56208,53.664288
"1080","Sharp-tailed Grouse",NA,-114.56208,53.664288
"1080","Wilson's Warbler",NA,-114.56208,53.664288
"1080","Yellow Warbler",NA,-114.56208,53.664288
"1081","Le Conte's Sparrow",NA,-114.33432,53.646214
"1081","Pine Siskin",NA,-114.33432,53.646214
"1081","Sharp-tailed Grouse",NA,-114.33432,53.646214
"1081","Wilson's Warbler",NA,-114.33432,53.646214
"1081","Yellow Warbler",NA,-114.33432,53.646214
"1082","Le Conte's Sparrow",NA,-113.994789,53.58836
"1082","Pine Siskin",NA,-113.994789,53.58836
"1082","Sharp-tailed Grouse",NA,-113.994789,53.58836
"1082","Wilson's Warbler",NA,-113.994789,53.58836
"1082","Yellow Warbler",NA,-113.994789,53.58836
"1083","Le Conte's Sparrow",0.11,-113.67466,53.542648
"1083","Pine Siskin",NA,-113.67466,53.542648
"1083","Sharp-tailed Grouse",NA,-113.67466,53.542648
"1083","Wilson's Warbler",NA,-113.67466,53.542648
"1083","Yellow Warbler",0.22,-113.67466,53.542648
"1084","Le Conte's Sparrow",NA,-113.385124,53.507713
"1084","Pine Siskin",NA,-113.385124,53.507713
"1084","Sharp-tailed Grouse",NA,-113.385124,53.507713
"1084","Wilson's Warbler",NA,-113.385124,53.507713
"1084","Yellow Warbler",NA,-113.385124,53.507713
"1085","Le Conte's Sparrow",0.44,-113.120331,53.485844
"1085","Pine Siskin",NA,-113.120331,53.485844
"1085","Sharp-tailed Grouse",NA,-113.120331,53.485844
"1085","Wilson's Warbler",NA,-113.120331,53.485844
"1085","Yellow Warbler",1.11,-113.120331,53.485844
"1086","Le Conte's Sparrow",NA,-112.846855,53.474743
"1086","Pine Siskin",NA,-112.846855,53.474743
"1086","Sharp-tailed Grouse",NA,-112.846855,53.474743
"1086","Wilson's Warbler",NA,-112.846855,53.474743
"1086","Yellow Warbler",NA,-112.846855,53.474743
"1087","Le Conte's Sparrow",NA,-112.55838,53.410728
"1087","Pine Siskin",NA,-112.55838,53.410728
"1087","Sharp-tailed Grouse",NA,-112.55838,53.410728
"1087","Wilson's Warbler",NA,-112.55838,53.410728
"1087","Yellow Warbler",NA,-112.55838,53.410728
"1088","Le Conte's Sparrow",NA,-112.158195,53.382904
"1088","Pine Siskin",NA,-112.158195,53.382904
"1088","Sharp-tailed Grouse",NA,-112.158195,53.382904
"1088","Wilson's Warbler",NA,-112.158195,53.382904
"1088","Yellow Warbler",NA,-112.158195,53.382904
"1092","Le Conte's Sparrow",NA,-111.039818,53.237061
"1092","Pine Siskin",NA,-111.039818,53.237061
"1092","Sharp-tailed Grouse",NA,-111.039818,53.237061
"1092","Wilson's Warbler",NA,-111.039818,53.237061
"1092","Yellow Warbler",NA,-111.039818,53.237061
"1093","Le Conte's Sparrow",NA,-110.676216,53.20842
"1093","Pine Siskin",NA,-110.676216,53.20842
"1093","Sharp-tailed Grouse",NA,-110.676216,53.20842
"1093","Wilson's Warbler",NA,-110.676216,53.20842
"1093","Yellow Warbler",0.56,-110.676216,53.20842
"1094","Le Conte's Sparrow",NA,-110.481522,53.154987
"1094","Pine Siskin",NA,-110.481522,53.154987
"1094","Sharp-tailed Grouse",NA,-110.481522,53.154987
"1094","Wilson's Warbler",NA,-110.481522,53.154987
"1094","Yellow Warbler",0.11,-110.481522,53.154987
"1095","Le Conte's Sparrow",NA,-110.193741,53.111607
"1095","Pine Siskin",NA,-110.193741,53.111607
"1095","Sharp-tailed Grouse",NA,-110.193741,53.111607
"1095","Wilson's Warbler",NA,-110.193741,53.111607
"1095","Yellow Warbler",NA,-110.193741,53.111607
"1098","Le Conte's Sparrow",NA,-119.13205,53.82481
"1098","Pine Siskin",NA,-119.13205,53.82481
"1098","Sharp-tailed Grouse",NA,-119.13205,53.82481
"1098","Wilson's Warbler",NA,-119.13205,53.82481
"1098","Yellow Warbler",NA,-119.13205,53.82481
"1099","Le Conte's Sparrow",NA,-118.82901,53.781109
"1099","Pine Siskin",NA,-118.82901,53.781109
"1099","Sharp-tailed Grouse",NA,-118.82901,53.781109
"1099","Wilson's Warbler",NA,-118.82901,53.781109
"1099","Yellow Warbler",NA,-118.82901,53.781109
"1100","Le Conte's Sparrow",NA,-118.59594,53.790344
"1100","Pine Siskin",NA,-118.59594,53.790344
"1100","Sharp-tailed Grouse",NA,-118.59594,53.790344
"1100","Wilson's Warbler",NA,-118.59594,53.790344
"1100","Yellow Warbler",NA,-118.59594,53.790344
"1101","Le Conte's Sparrow",NA,-118.279419,53.775806
"1101","Pine Siskin",0.78,-118.279419,53.775806
"1101","Sharp-tailed Grouse",NA,-118.279419,53.775806
"1101","Wilson's Warbler",NA,-118.279419,53.775806
"1101","Yellow Warbler",NA,-118.279419,53.775806
"1102","Le Conte's Sparrow",NA,-117.968849,53.744385
"1102","Pine Siskin",3.33,-117.968849,53.744385
"1102","Sharp-tailed Grouse",NA,-117.968849,53.744385
"1102","Wilson's Warbler",NA,-117.968849,53.744385
"1102","Yellow Warbler",NA,-117.968849,53.744385
"1103","Le Conte's Sparrow",NA,-117.642792,53.719894
"1103","Pine Siskin",1.89,-117.642792,53.719894
"1103","Sharp-tailed Grouse",NA,-117.642792,53.719894
"1103","Wilson's Warbler",NA,-117.642792,53.719894
"1103","Yellow Warbler",NA,-117.642792,53.719894
"1104","Le Conte's Sparrow",NA,-117.313225,53.69891
"1104","Pine Siskin",0.11,-117.313225,53.69891
"1104","Sharp-tailed Grouse",NA,-117.313225,53.69891
"1104","Wilson's Warbler",0.11,-117.313225,53.69891
"1104","Yellow Warbler",NA,-117.313225,53.69891
"1105","Le Conte's Sparrow",0.11,-117.074203,53.660904
"1105","Pine Siskin",NA,-117.074203,53.660904
"1105","Sharp-tailed Grouse",NA,-117.074203,53.660904
"1105","Wilson's Warbler",NA,-117.074203,53.660904
"1105","Yellow Warbler",NA,-117.074203,53.660904
"1106","Le Conte's Sparrow",NA,-116.723145,53.671753
"1106","Pine Siskin",0.22,-116.723145,53.671753
"1106","Sharp-tailed Grouse",NA,-116.723145,53.671753
"1106","Wilson's Warbler",NA,-116.723145,53.671753
"1106","Yellow Warbler",NA,-116.723145,53.671753
"111","Le Conte's Sparrow",NA,-114.945435,59.304123
"111","Pine Siskin",NA,-114.945435,59.304123
"111","Sharp-tailed Grouse",NA,-114.945435,59.304123
"111","Wilson's Warbler",NA,-114.945435,59.304123
"111","Yellow Warbler",NA,-114.945435,59.304123
"1110","Le Conte's Sparrow",NA,-115.551056,53.582878
"1110","Pine Siskin",0.11,-115.551056,53.582878
"1110","Sharp-tailed Grouse",NA,-115.551056,53.582878
"1110","Wilson's Warbler",NA,-115.551056,53.582878
"1110","Yellow Warbler",NA,-115.551056,53.582878
"1111","Le Conte's Sparrow",NA,-115.19281,53.515854
"1111","Pine Siskin",NA,-115.19281,53.515854
"1111","Sharp-tailed Grouse",NA,-115.19281,53.515854
"1111","Wilson's Warbler",NA,-115.19281,53.515854
"1111","Yellow Warbler",NA,-115.19281,53.515854
"1112","Le Conte's Sparrow",NA,-114.96003,53.505585
"1112","Pine Siskin",NA,-114.96003,53.505585
"1112","Sharp-tailed Grouse",NA,-114.96003,53.505585
"1112","Wilson's Warbler",NA,-114.96003,53.505585
"1112","Yellow Warbler",0.22,-114.96003,53.505585
"1113","Le Conte's Sparrow",NA,-114.643639,53.469265
"1113","Pine Siskin",NA,-114.643639,53.469265
"1113","Sharp-tailed Grouse",NA,-114.643639,53.469265
"1113","Wilson's Warbler",NA,-114.643639,53.469265
"1113","Yellow Warbler",NA,-114.643639,53.469265
"1114","Le Conte's Sparrow",NA,-114.32238,53.433315
"1114","Pine Siskin",NA,-114.32238,53.433315
"1114","Sharp-tailed Grouse",NA,-114.32238,53.433315
"1114","Wilson's Warbler",NA,-114.32238,53.433315
"1114","Yellow Warbler",NA,-114.32238,53.433315
"1115","Le Conte's Sparrow",NA,-114.024139,53.427868
"1115","Pine Siskin",NA,-114.024139,53.427868
"1115","Sharp-tailed Grouse",NA,-114.024139,53.427868
"1115","Wilson's Warbler",NA,-114.024139,53.427868
"1115","Yellow Warbler",NA,-114.024139,53.427868
"1116","Le Conte's Sparrow",0.56,-113.735886,53.393127
"1116","Pine Siskin",0.22,-113.735886,53.393127
"1116","Sharp-tailed Grouse",NA,-113.735886,53.393127
"1116","Wilson's Warbler",NA,-113.735886,53.393127
"1116","Yellow Warbler",0.89,-113.735886,53.393127
"1117","Le Conte's Sparrow",NA,-113.41288,53.338966
"1117","Pine Siskin",NA,-113.41288,53.338966
"1117","Sharp-tailed Grouse",NA,-113.41288,53.338966
"1117","Wilson's Warbler",NA,-113.41288,53.338966
"1117","Yellow Warbler",0.89,-113.41288,53.338966
"1118","Le Conte's Sparrow",NA,-113.126549,53.305931
"1118","Pine Siskin",NA,-113.126549,53.305931
"1118","Sharp-tailed Grouse",NA,-113.126549,53.305931
"1118","Wilson's Warbler",NA,-113.126549,53.305931
"1118","Yellow Warbler",1.44,-113.126549,53.305931
"1119","Le Conte's Sparrow",NA,-112.840141,53.304234
"1119","Pine Siskin",NA,-112.840141,53.304234
"1119","Sharp-tailed Grouse",NA,-112.840141,53.304234
"1119","Wilson's Warbler",NA,-112.840141,53.304234
"1119","Yellow Warbler",NA,-112.840141,53.304234
"112","Le Conte's Sparrow",NA,-114.582375,59.279404
"112","Pine Siskin",0.11,-114.582375,59.279404
"112","Sharp-tailed Grouse",NA,-114.582375,59.279404
"112","Wilson's Warbler",1.33,-114.582375,59.279404
